Id,Label,timeset,d0,indegree,outdegree,degree
International Standard Musical Work Code,International Standard Musical Work Code,,0,4,0,4
Kendall Waston,Kendall Waston,,0,6,0,6
2008 Fifa U-20 Women'S World Cup,2008 Fifa U-20 Women'S World Cup,,0,4,0,4
World Health Organization,World Health Organization,,0,7,0,7
Puskás Aréna,Puskás Aréna,,0,7,0,7
Hungary,Hungary,,0,34,0,34
2001–02 Serie A,2001–02 Serie A,,0,7,0,7
John Barnes,John Barnes,,0,4,0,4
Stadio Artemio Franchi,Stadio Artemio Franchi,,0,12,0,12
Carlos Alberto Parreira,Carlos Alberto Parreira,,0,18,0,18
La Cour Des Grands (Do You Mind If I Play),La Cour Des Grands (Do You Mind If I Play),,0,6,0,6
Switzerland National Football Team,Switzerland National Football Team,,0,124,403,527
Zanzibar Football Association,Zanzibar Football Association,,0,9,0,9
Bamba Dieng,Bamba Dieng,,0,5,0,5
South Africa National Under-23 Soccer Team,South Africa National Under-23 Soccer Team,,0,6,0,6
1986 European Cup Final,1986 European Cup Final,,0,12,0,12
Uefa Women'S Champions League,Uefa Women'S Champions League,,0,6,0,6
Minsk,Minsk,,0,6,0,6
Kyle Martino,Kyle Martino,,0,4,0,4
Italian Language,Italian Language,,0,10,0,10
Yeongju,Yeongju,,0,7,0,7
Kōfu,Kōfu,,0,8,0,8
"Kingston, Jamaica","Kingston, Jamaica",,0,5,0,5
Gyeryong,Gyeryong,,0,7,0,7
Copa Merconorte,Copa Merconorte,,0,7,0,7
France Télévision,France Télévision,,0,5,0,5
Robert Kovač,Robert Kovač,,0,6,0,6
"Niigata, Niigata","Niigata, Niigata",,0,9,245,254
Tomislav Ivić,Tomislav Ivić,,0,4,0,4
Los Angeles Times,Los Angeles Times,,0,13,44,57
Jordan Morris,Jordan Morris,,0,6,0,6
Luis Ernesto Michel,Luis Ernesto Michel,,0,4,0,4
Eusebio Castigliano,Eusebio Castigliano,,0,6,0,6
Uefa Euro 1992 Final,Uefa Euro 1992 Final,,0,11,0,11
Nazi Germany,Nazi Germany,,0,21,0,21
Gary Breen,Gary Breen,,0,13,57,70
Qinhuangdao Olympic Sports Center Stadium,Qinhuangdao Olympic Sports Center Stadium,,0,9,0,9
Mohammed Kudus,Mohammed Kudus,,0,4,0,4
Papua New Guinea National Football Team,Papua New Guinea National Football Team,,0,12,0,12
Al-Hilal Fc,Al-Hilal Fc,,0,4,0,4
Sugar Ray Xulu Stadium,Sugar Ray Xulu Stadium,,0,4,0,4
Hino Motors,Hino Motors,,0,4,0,4
Ecuador National Under-23 Football Team,Ecuador National Under-23 Football Team,,0,13,0,13
Kobe Central Football Stadium,Kobe Central Football Stadium,,0,5,0,5
Alexey Smertin,Alexey Smertin,,0,7,0,7
Federico Magallanes,Federico Magallanes,,0,6,0,6
Giacinto Facchetti,Giacinto Facchetti,,0,24,0,24
Kurt Bernard,Kurt Bernard,,0,5,0,5
Yuji Nakazawa,Yuji Nakazawa,,0,7,0,7
Segunda División B,Segunda División B,,0,8,0,8
Ferruccio Valcareggi,Ferruccio Valcareggi,,0,7,0,7
1990 African Cup Of Nations,1990 African Cup Of Nations,,0,4,0,4
Sebastián Eguren,Sebastián Eguren,,0,4,0,4
Dortmund,Dortmund,,0,13,0,13
Ernesto Bonino (Footballer),Ernesto Bonino (Footballer),,0,4,0,4
Salem Al-Dawsari,Salem Al-Dawsari,,0,9,0,9
"Giuseppe Greco (Footballer, Born 1983)","Giuseppe Greco (Footballer, Born 1983)",,0,4,0,4
Zurich,Zurich,,0,4,0,4
1959 Africa Cup Of Nations,1959 Africa Cup Of Nations,,0,7,0,7
1994–95 Bundesliga,1994–95 Bundesliga,,0,4,0,4
Joaquín Guillén,Joaquín Guillén,,0,5,0,5
2010 Fifa World Cup Statistics,2010 Fifa World Cup Statistics,,0,95,0,95
Kpn,Kpn,,0,5,0,5
Football Association Of Norway,Football Association Of Norway,,0,16,92,108
Ashkan Dejagah,Ashkan Dejagah,,0,5,0,5
Jordan,Jordan,,0,19,0,19
The Guardian,The Guardian,,0,75,74,149
Danny Fonseca,Danny Fonseca,,0,5,0,5
Uefa Euro 2016 Final,Uefa Euro 2016 Final,,0,13,0,13
1998 Japan National Football Team,1998 Japan National Football Team,,0,4,0,4
Wahbi Khazri,Wahbi Khazri,,0,4,0,4
Odaiba Marine Park,Odaiba Marine Park,,0,7,0,7
Gabonese Football Federation,Gabonese Football Federation,,0,9,0,9
Ivory Coast National Under-23 Football Team,Ivory Coast National Under-23 Football Team,,0,4,0,4
2022 Fifa World Cup Group B,2022 Fifa World Cup Group B,,0,8,0,8
Nutmeg (Football),Nutmeg (Football),,0,5,0,5
Julio Dos Santos,Julio Dos Santos,,0,8,0,8
Ofc U-16 Women'S Championship,Ofc U-16 Women'S Championship,,0,7,0,7
Copa Confraternidad,Copa Confraternidad,,0,10,0,10
Gary Mcallister,Gary Mcallister,,0,5,0,5
National Team Appearances In The Fifa Beach Soccer World Cup,National Team Appearances In The Fifa Beach Soccer World Cup,,0,4,0,4
Republic Of Ireland At The Fifa World Cup,Republic Of Ireland At The Fifa World Cup,,0,9,0,9
South Yemen National Football Team,South Yemen National Football Team,,0,15,0,15
Claudio Ranieri,Claudio Ranieri,,0,9,0,9
Cesáreo Victorino,Cesáreo Victorino,,0,5,0,5
Social Media,Social Media,,0,5,0,5
El Salvador At The Fifa World Cup,El Salvador At The Fifa World Cup,,0,8,0,8
Argentina Women'S National Under-20 Football Team,Argentina Women'S National Under-20 Football Team,,0,8,0,8
Mtn 8,Mtn 8,,0,6,0,6
Sudan Women'S National Football Team,Sudan Women'S National Football Team,,0,5,0,5
1998 Fifa World Cup Seeding,1998 Fifa World Cup Seeding,,0,93,191,284
Chile 1962 Fifa World Cup Bid,Chile 1962 Fifa World Cup Bid,,0,6,0,6
1959 South American Championship (Ecuador) Squads,1959 South American Championship (Ecuador) Squads,,0,5,0,5
South America,South America,,0,17,0,17
Equaliser (Sports),Equaliser (Sports),,0,6,0,6
2002–03 Uefa Champions League,2002–03 Uefa Champions League,,0,9,0,9
Regions Of Korea,Regions Of Korea,,0,9,0,9
Lloyd Monsen,Lloyd Monsen,,0,4,0,4
Commonwealth Stadium,Commonwealth Stadium,,0,4,0,4
Mundo Deportivo,Mundo Deportivo,,0,14,0,14
Roh Sang-Rae,Roh Sang-Rae,,0,4,0,4
Sandor Kocsis,Sandor Kocsis,,0,5,0,5
Raymond Goethals,Raymond Goethals,,0,4,0,4
Hungary National Football Team,Hungary National Football Team,,0,90,0,90
Lakhdar Belloumi,Lakhdar Belloumi,,0,6,0,6
Ștefan Iovan,Ștefan Iovan,,0,4,0,4
Massimo Busacca,Massimo Busacca,,0,18,0,18
Iván Helguera,Iván Helguera,,0,13,123,136
Freiburg Im Breisgau,Freiburg Im Breisgau,,0,4,0,4
Angelo Domenghini,Angelo Domenghini,,0,7,0,7
Macau Women'S National Football Team,Macau Women'S National Football Team,,0,5,0,5
Goal Celebration,Goal Celebration,,0,15,0,15
Lu Jun (Referee),Lu Jun (Referee),,0,41,59,100
Chung Kyung-Ho,Chung Kyung-Ho,,0,7,0,7
Anime,Anime,,0,5,0,5
Wílmer López,Wílmer López,,0,6,0,6
Armando Picchi,Armando Picchi,,0,8,0,8
Director Of Football,Director Of Football,,0,4,0,4
Niigata Stadium,Niigata Stadium,,0,6,99,105
Wellington,Wellington,,0,4,0,4
Carlos Humberto Paredes,Carlos Humberto Paredes,,0,11,88,99
Football At The Central American And Caribbean Games,Football At The Central American And Caribbean Games,,0,45,0,45
Carlos Valderrama,Carlos Valderrama,,0,25,0,25
Vienna,Vienna,,0,17,0,17
K-League 2001,K-League 2001,,0,5,0,5
Centre-Back,Centre-Back,,0,16,0,16
Trott Moloto,Trott Moloto,,0,4,0,4
Eduardo Carvalho,Eduardo Carvalho,,0,10,0,10
Independiente Santa Fe,Independiente Santa Fe,,0,4,0,4
Colombia National Football Team,Colombia National Football Team,,0,113,485,598
Daimyō,Daimyō,,0,5,0,5
Murat Şahin,Murat Şahin,,0,4,0,4
Umberto Malvano,Umberto Malvano,,0,6,0,6
Rté,Rté,,0,10,0,10
2008 Fifa Futsal World Cup,2008 Fifa Futsal World Cup,,0,6,0,6
2016 Fifa U-20 Women'S World Cup,2016 Fifa U-20 Women'S World Cup,,0,4,0,4
1999 Cerezo Osaka Season,1999 Cerezo Osaka Season,,0,4,0,4
Christian Abbiati,Christian Abbiati,,0,4,0,4
Islamic Republic Of Iran Broadcasting,Islamic Republic Of Iran Broadcasting,,0,4,0,4
Sándor Kocsis,Sándor Kocsis,,0,12,0,12
2014 Fifa World Cup Seeding,2014 Fifa World Cup Seeding,,0,93,201,294
Timo Hildebrand,Timo Hildebrand,,0,6,0,6
Guyana Football Federation,Guyana Football Federation,,0,11,0,11
2014 Fifa World Cup Statistics,2014 Fifa World Cup Statistics,,0,92,439,531
Mick Mills,Mick Mills,,0,9,0,9
Alexis Sánchez,Alexis Sánchez,,0,8,0,8
Nonsan,Nonsan,,0,7,0,7
Takashimaya,Takashimaya,,0,4,0,4
Márcio Rezende De Freitas,Márcio Rezende De Freitas,,0,9,0,9
Federación Nacional De Fútbol De Guatemala,Federación Nacional De Fútbol De Guatemala,,0,4,0,4
Cs Sfaxien,Cs Sfaxien,,0,6,0,6
Admiral Sportswear,Admiral Sportswear,,0,4,0,4
Krzysztof Piątek,Krzysztof Piątek,,0,4,0,4
Peter Schmeichel,Peter Schmeichel,,0,29,0,29
Tim Berners-Lee,Tim Berners-Lee,,0,5,0,5
Pablo Pozo,Pablo Pozo,,0,10,0,10
2012 Women'S Kirin Challenge Cup,2012 Women'S Kirin Challenge Cup,,0,7,0,7
Angelo Peruzzi,Angelo Peruzzi,,0,7,0,7
Penalty Shootout (Association Football),Penalty Shootout (Association Football),,0,25,0,25
Emre Belözoğlu,Emre Belözoğlu,,0,27,301,328
Freedom Of Religion,Freedom Of Religion,,0,6,0,6
Óscar Rojas (Costa Rican Footballer),Óscar Rojas (Costa Rican Footballer),,0,5,0,5
1971 European Cup Final,1971 European Cup Final,,0,9,0,9
Bruce Wilson (Soccer),Bruce Wilson (Soccer),,0,4,0,4
Football At The 1912 Summer Olympics – Men'S Team Squads,Football At The 1912 Summer Olympics – Men'S Team Squads,,0,4,0,4
Rüştü Reçber,Rüştü Reçber,,0,39,297,336
Motohiro Yamaguchi,Motohiro Yamaguchi,,0,4,0,4
"Emerson (Footballer, Born 1976)","Emerson (Footballer, Born 1976)",,0,5,0,5
Patrik Andersson,Patrik Andersson,,0,6,0,6
Vujadin Boškov,Vujadin Boškov,,0,5,0,5
Teleradio-Moldova,Teleradio-Moldova,,0,5,0,5
Argentina National Under-23 Football Team,Argentina National Under-23 Football Team,,0,17,0,17
Asian Games,Asian Games,,0,16,0,16
Rosenborg Bk,Rosenborg Bk,,0,5,0,5
Miguel Samudio,Miguel Samudio,,0,4,0,4
France At The Fifa World Cup,France At The Fifa World Cup,,0,11,0,11
Danny Califf,Danny Califf,,0,6,0,6
Danish 1St Division,Danish 1St Division,,0,4,0,4
Club León,Club León,,0,13,0,13
Trieste,Trieste,,0,5,0,5
Rinus Israël,Rinus Israël,,0,9,0,9
French Guiana National Football Team,French Guiana National Football Team,,0,11,0,11
Football In Chile,Football In Chile,,0,6,0,6
Chengdu,Chengdu,,0,5,0,5
Fifa Football 2004,Fifa Football 2004,,0,4,0,4
Antal Dunai,Antal Dunai,,0,5,0,5
Arif Erdem,Arif Erdem,,0,13,0,13
Stonehenge,Stonehenge,,0,4,0,4
Clint Mathis,Clint Mathis,,0,12,106,118
Football At The 2013 Mediterranean Games,Football At The 2013 Mediterranean Games,,0,5,0,5
José De Jesús Corona,José De Jesús Corona,,0,7,0,7
1968 African Cup Of Nations,1968 African Cup Of Nations,,0,4,0,4
Hannes Löhr,Hannes Löhr,,0,7,0,7
Dejan Damjanović,Dejan Damjanović,,0,4,0,4
2004 Copa América,2004 Copa América,,0,28,0,28
Stade Léopold Sédar Senghor,Stade Léopold Sédar Senghor,,0,4,0,4
Hugo Brizuela,Hugo Brizuela,,0,7,0,7
2024–25 Uefa Nations League B,2024–25 Uefa Nations League B,,0,4,0,4
Ademir De Menezes,Ademir De Menezes,,0,12,0,12
Guerin Sportivo,Guerin Sportivo,,0,5,0,5
Germany 2006 Fifa World Cup Bid,Germany 2006 Fifa World Cup Bid,,0,6,0,6
Servet Çetin,Servet Çetin,,0,5,0,5
Fifa Eligibility Rules,Fifa Eligibility Rules,,0,16,0,16
Sarrià Stadium,Sarrià Stadium,,0,9,0,9
Football At The 1962 Asian Games,Football At The 1962 Asian Games,,0,5,0,5
Try (Rugby),Try (Rugby),,0,4,0,4
2003 Supercopa De España,2003 Supercopa De España,,0,4,0,4
2022–23 Concacaf Nations League,2022–23 Concacaf Nations League,,0,4,0,4
Jvc,Jvc,,0,4,0,4
Brazil At The 2020 Summer Olympics,Brazil At The 2020 Summer Olympics,,0,4,0,4
2002 Uefa Champions League Final,2002 Uefa Champions League Final,,0,15,0,15
Arda Turan,Arda Turan,,0,5,0,5
South Africa Women'S National Soccer Team,South Africa Women'S National Soccer Team,,0,5,0,5
National Union Of Professional Footballers,National Union Of Professional Footballers,,0,4,0,4
Bolivian Football Federation,Bolivian Football Federation,,0,12,252,264
Kansai Region,Kansai Region,,0,8,0,8
Kevin Moran (Footballer),Kevin Moran (Footballer),,0,5,0,5
1997–98 Fa Premier League,1997–98 Fa Premier League,,0,5,0,5
Bosnia And Herzegovina National Football Team,Bosnia And Herzegovina National Football Team,,0,66,0,66
Cerro Porteño,Cerro Porteño,,0,9,0,9
1998 World Cup Terror Plot,1998 World Cup Terror Plot,,0,5,0,5
Gwandong,Gwandong,,0,5,0,5
Rodrigo Muñoz,Rodrigo Muñoz,,0,4,0,4
Botswana National Football Team,Botswana National Football Team,,0,18,0,18
Double (Association Football),Double (Association Football),,0,8,0,8
Edmundo (Footballer),Edmundo (Footballer),,0,8,0,8
Ejikeme Ikwunze,Ejikeme Ikwunze,,0,5,0,5
Kasumigaseki Country Club,Kasumigaseki Country Club,,0,7,0,7
Irish Free State,Irish Free State,,0,4,0,4
Thailand National Football Team,Thailand National Football Team,,0,27,0,27
Crown Dependencies,Crown Dependencies,,0,6,0,6
2022 In Sports By Month,2022 In Sports By Month,,0,6,0,6
Ibrahima Faye,Ibrahima Faye,,0,4,0,4
Goal.Com,Goal.Com,,0,4,0,4
Jacques Chirac,Jacques Chirac,,0,4,0,4
Roy Hodgson,Roy Hodgson,,0,7,0,7
"Didi (Footballer, Born 1928)","Didi (Footballer, Born 1928)",,0,16,0,16
Paul Breitner,Paul Breitner,,0,30,0,30
Morocco 2006 Fifa World Cup Bid,Morocco 2006 Fifa World Cup Bid,,0,6,0,6
New England Revolution,New England Revolution,,0,9,0,9
Kevin Großkreutz,Kevin Großkreutz,,0,4,0,4
2005 Fifa World Youth Championship,2005 Fifa World Youth Championship,,0,6,0,6
Ecuador National Under-20 Football Team,Ecuador National Under-20 Football Team,,0,13,0,13
Fifa Arab Cup,Fifa Arab Cup,,0,49,0,49
Utc−07:00,Utc−07:00,,0,4,0,4
Kaliningrad Stadium,Kaliningrad Stadium,,0,4,0,4
Julio Manzur,Julio Manzur,,0,4,0,4
Silvio Piola,Silvio Piola,,0,14,0,14
Pedro Espinha,Pedro Espinha,,0,5,0,5
Prefectures Of Japan,Prefectures Of Japan,,0,13,0,13
Steffen Iversen,Steffen Iversen,,0,4,0,4
Uefa Euro 2008 Qualifying,Uefa Euro 2008 Qualifying,,0,19,0,19
Iwagin Stadium,Iwagin Stadium,,0,4,0,4
Adriano Galliani,Adriano Galliani,,0,5,0,5
Twitter,Twitter,,0,20,0,20
1995–96 La Liga,1995–96 La Liga,,0,6,0,6
Fifa'S Dirty Secrets,Fifa'S Dirty Secrets,,0,16,0,16
Justo Villar,Justo Villar,,0,14,0,14
"Gabri (Footballer, Born 1979)","Gabri (Footballer, Born 1979)",,0,8,0,8
Luis García Postigo,Luis García Postigo,,0,12,0,12
Palestine National Football Team,Palestine National Football Team,,0,18,0,18
Football At The Goodwill Games,Football At The Goodwill Games,,0,42,0,42
Cha Bum-Kun,Cha Bum-Kun,,0,8,0,8
Football At The 2012 Summer Olympics,Football At The 2012 Summer Olympics,,0,17,0,17
Johnson & Johnson,Johnson & Johnson,,0,5,0,5
Anti-Football,Anti-Football,,0,5,0,5
Andorra,Andorra,,0,7,0,7
Argentina–Brazil Football Rivalry,Argentina–Brazil Football Rivalry,,0,6,0,6
2023 Uefa Nations League Finals,2023 Uefa Nations League Finals,,0,11,0,11
Nordic Football Championship,Nordic Football Championship,,0,6,0,6
Coupe De Guadeloupe,Coupe De Guadeloupe,,0,4,0,4
Bernhard Cullmann,Bernhard Cullmann,,0,5,0,5
Italian Football League System,Italian Football League System,,0,7,0,7
Steffen Freund,Steffen Freund,,0,5,0,5
Marco Ureña,Marco Ureña,,0,5,0,5
Paweł Sibik,Paweł Sibik,,0,4,0,4
Grasshopper Club Zürich,Grasshopper Club Zürich,,0,10,0,10
Edin Džeko,Edin Džeko,,0,17,0,17
Kho-Kho,Kho-Kho,,0,4,0,4
Makhtar N'Diaye,Makhtar N'Diaye,,0,6,0,6
Toyohashi,Toyohashi,,0,8,0,8
Football At The 1948 Summer Olympics – Men'S Team Squads,Football At The 1948 Summer Olympics – Men'S Team Squads,,0,6,0,6
Erwin Single,Erwin Single,,0,4,0,4
Álvaro Mesén,Álvaro Mesén,,0,6,0,6
Uefa Women'S Euro 2009,Uefa Women'S Euro 2009,,0,4,0,4
Stadio Flaminio,Stadio Flaminio,,0,9,0,9
Jecheon,Jecheon,,0,7,0,7
Gloryland (Fifa World Cup),Gloryland (Fifa World Cup),,0,5,0,5
Anterior Cruciate Ligament,Anterior Cruciate Ligament,,0,4,0,4
North Queensland Stadium,North Queensland Stadium,,0,9,0,9
Real Sociedad,Real Sociedad,,0,14,0,14
Panenka (Penalty Kick),Panenka (Penalty Kick),,0,4,0,4
Recep Çetin,Recep Çetin,,0,6,0,6
Artemio Franchi Trophy,Artemio Franchi Trophy,,0,7,0,7
Aomori,Aomori,,0,8,0,8
Edson Álvarez,Edson Álvarez,,0,5,0,5
Pohang,Pohang,,0,8,0,8
Jaime Ordiales,Jaime Ordiales,,0,5,0,5
1985 Fifa U-16 World Championship,1985 Fifa U-16 World Championship,,0,4,0,4
Chinese Taipei National Football Team,Chinese Taipei National Football Team,,0,21,0,21
Fifa Women'S World Cup Fair Play Trophy,Fifa Women'S World Cup Fair Play Trophy,,0,5,0,5
Luis Enrique,Luis Enrique,,0,29,0,29
José Nasazzi,José Nasazzi,,0,12,0,12
2010 Fifa World Cup Broadcasting Rights,2010 Fifa World Cup Broadcasting Rights,,0,92,272,364
Uefa Euro 1980 Qualifying,Uefa Euro 1980 Qualifying,,0,5,0,5
Ludovic Mirande,Ludovic Mirande,,0,4,0,4
Beach Soccer At The South American Beach Games,Beach Soccer At The South American Beach Games,,0,11,0,11
Philadelphia,Philadelphia,,0,5,0,5
Primeira Liga,Primeira Liga,,0,9,0,9
Tony Sylva,Tony Sylva,,0,12,0,12
Puma (Brand),Puma (Brand),,0,11,0,11
Sōka,Sōka,,0,8,0,8
Gerd Grabher,Gerd Grabher,,0,4,0,4
John O'Brien (Soccer),John O'Brien (Soccer),,0,10,90,100
1992 King Fahd Cup,1992 King Fahd Cup,,0,32,0,32
Direct Free Kick,Direct Free Kick,,0,17,0,17
The Daily Telegraph,The Daily Telegraph,,0,35,0,35
Nigeria,Nigeria,,0,29,0,29
Kenya Broadcasting Corporation,Kenya Broadcasting Corporation,,0,4,0,4
The Doraemons,The Doraemons,,0,2,29,31
Ahmed Faras,Ahmed Faras,,0,6,0,6
Josef Hügi,Josef Hügi,,0,9,0,9
Sweden National Under-21 Football Team,Sweden National Under-21 Football Team,,0,5,0,5
Damien Duff,Damien Duff,,0,18,185,203
Pierluigi Pairetto,Pierluigi Pairetto,,0,4,0,4
Jeju-Do,Jeju-Do,,0,6,0,6
1991 Fifa U-17 World Championship,1991 Fifa U-17 World Championship,,0,5,0,5
2017 Vissel Kobe Season,2017 Vissel Kobe Season,,0,5,0,5
José Kléberson,José Kléberson,,0,9,0,9
Fuji Electric,Fuji Electric,,0,4,0,4
Hesse,Hesse,,0,4,0,4
Erich Linemayr,Erich Linemayr,,0,8,0,8
Sign Of A Victory,Sign Of A Victory,,0,9,0,9
2003–04 Fa Premier League,2003–04 Fa Premier League,,0,4,0,4
Jordan Football Association,Jordan Football Association,,0,21,160,181
Hyundai Motor Group,Hyundai Motor Group,,0,6,0,6
1920 Summer Olympics,1920 Summer Olympics,,0,8,0,8
Sweden,Sweden,,0,98,0,98
Claudio Morel,Claudio Morel,,0,5,0,5
Okinawa Prefecture,Okinawa Prefecture,,0,5,0,5
K-League 1994,K-League 1994,,0,4,0,4
Johnny Palacios,Johnny Palacios,,0,5,0,5
Ageo,Ageo,,0,8,0,8
Anton Powolny,Anton Powolny,,0,6,0,6
Pedro Manfredini,Pedro Manfredini,,0,6,0,6
Serge Muhmenthaler,Serge Muhmenthaler,,0,4,0,4
2010 Vissel Kobe Season,2010 Vissel Kobe Season,,0,5,0,5
Igor Simutenkov,Igor Simutenkov,,0,6,0,6
Paok Fc,Paok Fc,,0,5,0,5
Futsal At The Asian Indoor And Martial Arts Games,Futsal At The Asian Indoor And Martial Arts Games,,0,6,0,6
Morocco 1994 Fifa World Cup Bid,Morocco 1994 Fifa World Cup Bid,,0,6,0,6
Reading F.C.,Reading F.C.,,0,7,0,7
Luis Monti,Luis Monti,,0,8,0,8
Jit Recycle Ink Stadium,Jit Recycle Ink Stadium,,0,4,0,4
Bologna F.C. 1909,Bologna F.C. 1909,,0,17,0,17
Héctor Castro,Héctor Castro,,0,7,0,7
Marek Koźmiński,Marek Koźmiński,,0,5,0,5
Aj Auxerre,Aj Auxerre,,0,6,0,6
Congo Dr National Football Team,Congo Dr National Football Team,,0,6,0,6
Leonardo Astrada,Leonardo Astrada,,0,5,0,5
Argentine Primera División,Argentine Primera División,,0,14,0,14
Karl-Heinz Schnellinger,Karl-Heinz Schnellinger,,0,10,0,10
Kim Do-Hoon,Kim Do-Hoon,,0,11,0,11
Olympic Stadium (Munich),Olympic Stadium (Munich),,0,4,0,4
Marca (Newspaper),Marca (Newspaper),,0,18,0,18
Haris Seferovic,Haris Seferovic,,0,6,0,6
Mario Van Der Ende,Mario Van Der Ende,,0,11,0,11
Renê Simões,Renê Simões,,0,4,0,4
1978 Fifa World Cup Qualification (Caf),1978 Fifa World Cup Qualification (Caf),,0,5,0,5
Frank Lowy,Frank Lowy,,0,6,0,6
Italy,Italy,,0,122,0,122
Miguel Muñoz,Miguel Muñoz,,0,6,0,6
Réunion National Football Team,Réunion National Football Team,,0,11,0,11
Henryk Kasperczak,Henryk Kasperczak,,0,9,0,9
Mexican Cuisine,Mexican Cuisine,,0,6,0,6
Massimo Ambrosini,Massimo Ambrosini,,0,6,0,6
"Rifu, Miyagi","Rifu, Miyagi",,0,7,31,38
Salvador Carmona,Salvador Carmona,,0,9,0,9
Mohamed Guezzaz,Mohamed Guezzaz,,0,41,48,89
Names For Association Football,Names For Association Football,,0,7,0,7
Saint Pierre And Miquelon National Football Team,Saint Pierre And Miquelon National Football Team,,0,4,0,4
Sc Bastia,Sc Bastia,,0,5,0,5
Gustavo Méndez,Gustavo Méndez,,0,6,0,6
Rice,Rice,,0,4,0,4
Fifa Ethics Committee,Fifa Ethics Committee,,0,18,0,18
Canada Men'S National Soccer Team,Canada Men'S National Soccer Team,,0,67,0,67
Yugoslavia,Yugoslavia,,0,6,0,6
Utc+05:00,Utc+05:00,,0,4,0,4
Coca-Cola,Coca-Cola,,0,19,0,19
David Platt (Footballer),David Platt (Footballer),,0,4,0,4
Mariano Martín,Mariano Martín,,0,4,0,4
Francisco Maturana,Francisco Maturana,,0,6,0,6
Stig Tøfting,Stig Tøfting,,0,7,0,7
Lionel Messi,Lionel Messi,,0,65,0,65
World Cup 2002,World Cup 2002,,0,4,0,4
Iván Zamorano,Iván Zamorano,,0,20,0,20
Walter Gargano,Walter Gargano,,0,6,0,6
István Kovács (Referee),István Kovács (Referee),,0,7,0,7
Shunsuke Nakamura,Shunsuke Nakamura,,0,13,0,13
1972 Summer Olympics,1972 Summer Olympics,,0,7,0,7
György Sárosi,György Sárosi,,0,7,0,7
Mls Cup,Mls Cup,,0,6,0,6
Morocco At The Fifa World Cup,Morocco At The Fifa World Cup,,0,9,0,9
Eric Wynalda,Eric Wynalda,,0,10,0,10
Kim Young-Joo,Kim Young-Joo,,0,40,8,48
2000 England V Germany Football Match,2000 England V Germany Football Match,,0,5,0,5
Ross Mccormack,Ross Mccormack,,0,4,0,4
1947 South American Championship Squads,1947 South American Championship Squads,,0,5,0,5
Chicago Cubs,Chicago Cubs,,0,7,0,7
World Leagues Forum,World Leagues Forum,,0,6,0,6
"Ricardo González (Footballer, Born 1974)","Ricardo González (Footballer, Born 1974)",,0,6,0,6
Constitutional Monarchy,Constitutional Monarchy,,0,4,0,4
Al Khor (City),Al Khor (City),,0,4,0,4
New Zealand National Rugby Union Team,New Zealand National Rugby Union Team,,0,11,0,11
Header (Association Football),Header (Association Football),,0,6,0,6
1974 Fifa World Cup Qualification (Caf),1974 Fifa World Cup Qualification (Caf),,0,4,0,4
Gabriel Caballero,Gabriel Caballero,,0,8,0,8
Peter O'Leary (Referee),Peter O'Leary (Referee),,0,10,0,10
Bangkok,Bangkok,,0,11,0,11
Humid Subtropical Climate,Humid Subtropical Climate,,0,19,0,19
White City Stadium,White City Stadium,,0,9,0,9
Peru Olympic Football Team,Peru Olympic Football Team,,0,12,0,12
Malta,Malta,,0,9,0,9
Mladen Dabanovič,Mladen Dabanovič,,0,4,0,4
2001 Fifa World Player Of The Year,2001 Fifa World Player Of The Year,,0,6,0,6
